Join Year,Organization,Title,Address,City,State,ZipPostal,CountryOverride,Locale,Phone,URL,Latitude,Longitude,PartnerTypes,NewUntil,Created,Updated
2014,Seafood Watch,Pittsburgh Zoo and PPG Aquarium,7340 Butler St,Pittsburgh,Pennsylvania,15206,United States,null,(412) 665-3640,http://www.pittsburghzoo.org,40.484545,-79.922265,Conservation Partner,null,8/26/14 13:06,1/8/16 10:03
2014,Seafood Watch,Point Defiance Zoo & Aquarium,5400 N Pearl St,Tacoma,Washington,98407,United States,null,(253) 591-5337,http://www.pdza.org,47.304876,-122.521714,Conservation Partner,null,8/26/14 13:05,7/27/16 11:33
2014,Seafood Watch,Point Pinos Grill,77 Asilomar Blvd,Pacific Grove,California,93950-2037,United States,null,(831) 648-5774,http://www.ptpinosgrill.com,36.633697,-121.931708,Restaurant Partner,null,8/26/14 13:05,1/8/16 10:03
2016,Seafood Watch,Pontchartrain Blue Crab Inc,38327 Salt Bayou Road,Slidell,Louisiana,70461,United States,National,(985) 718-6227,http://pontchartrainbluecrab.com,30.194423,-89.759096,Industry Collaborator,12/7/16 0:00,6/22/16 10:33,1/21/19 18:15
2014,Seafood Watch,Porter's in the Forest,3200 Lopez Road,Pebble Beach,California,93953,United States,null,(831) 620-5424,http://poppyhillsgolf.com/restaurant/,36.583624,-121.93879,Restaurant Partner,4/30/15 0:00,9/30/14 9:44,1/8/16 10:04
2015,Seafood Watch,Portland Meat Collective,3929 NE Martin Luther King Jr Blvd.,Portland,Oregon,97212,United States,null,(503) 347-5540,http://www.pdxmeat.com/,45.551227,-122.662,Business Partner,10/9/15 0:00,4/9/15 10:51,7/27/16 11:33
2015,Seafood Watch,Potter Park Zoo,1301 S. Pennsylvania Avenue,Lansing,Michigan,48912,United States,null,(517) 648-1198,http://www.potterparkzoo.org/,42.717922,-84.52777,Conservation Partner,12/16/15 0:00,6/16/15 16:04,7/27/16 11:34
2018,Seafood Watch,Pacific Catch,null,Campbell,California,95008,United States,null,(408) 879-9091,https://pacificcatch.com,37.2880943,-121.9333561,Business Partner,9/8/18 7:00,3/8/18 23:20,3/8/18 23:21
2018,Seafood Watch,Pacific Catch,133 Corte Madera Town Center,Corte Madera,California,94925,United States,null,(415) 927-3474,https://pacificcatch.com,37.9286189,-122.5176689,Business Partner,9/8/18 7:00,3/8/18 23:21,3/8/18 23:22
2018,Seafood Watch,Pacific Catch,5251 Martinelli Way,Dublin,California,94568,United States,null,(925) 999-8053,https://pacificcatch.com/,37.704968,-121.8911198,Business Partner,10/8/18 7:00,3/8/18 23:18,3/8/18 23:19
2018,Seafood Watch,Pacific Catch,"545 San Antonio Road, Suite 34",Mountain View,California,94949,United States,null,(650) 941-1810,https://pacificcatch.com,37.4032079,-122.1118804,Business Partner,9/8/18 7:00,3/8/18 23:24,3/8/18 23:25
2018,Seafood Watch,Pacific Catch,243 South B Street,San Mateo,California,94401,United States,null,(650) 389-2482,https://pacificcatch.com,37.5660037,-122.3225765,Business Partner,9/8/18 7:00,3/8/18 23:27,3/8/18 23:29
2018,Seafood Watch,Pacific Catch,1200 9th Avenue,San Francisco,California,94122,United States,null,(415) 504-6905,https://pacificcatch.com,37.7656971,-122.4662288,Business Partner,9/8/18 7:00,3/8/18 23:26,3/8/18 23:27
2018,Seafood Watch,Pacific Catch,2027 Chestnut Street,San Francisco,California,94123,United States,null,(415) 440-1950,https://pacificcatch.com,37.8006102,-122.4366865,Business Partner,null,3/8/18 23:23,3/8/18 23:24
2018,Seafood Watch,Pacific Catch,1305 S. Main Street,Walnut Creek,California,94596,United States,null,null,https://pacificcatch.com,37.8941885,-122.0591973,Business Partner,9/8/18 7:00,3/8/18 23:29,3/8/18 23:30
2014,Seafood Watch,Q Roadhouse & Brewing Co.,2550 Moose Wilson Rd,Wilson,Wyoming,83014 0000,United States,null,(307) 739-0700,http://www.qjacksonhole.com,43.517681,-110.841112,Restaurant Partner,12/17/14 0:00,8/26/14 13:06,11/12/15 10:57
2016,Seafood Watch,QuickFish Poke Bar,1122 SW Stark Street,Portland,Oregon,97205,United States,null,(503) 444-7571,https://quickfishpokebar.com/,45.52231,-122.682524,Restaurant Partner,null,8/19/16 15:28,3/27/17 22:11
2016,Seafood Watch,Rendezvous Bistro,380 South Highway 89,Jackson,Wyoming,83001,United States,null,(307) 739-1100,http://www.rendezvousbistro.net,43.471348,-110.791107,Restaurant Partner,2/18/17 0:00,8/18/16 14:08,8/22/16 12:53
2016,Seafood Watch,Ristorante Avanti,1711 Mission Street,Santa Cruz,California,95060,United States,null,(831) 427-0135,http://www.ristoranteavanti.com,36.963378,-122.04277,Restaurant Partner,null,7/27/16 9:58,8/25/16 16:53
2018,Seafood Watch,Riverence,null,Filer,Idaho,83328,United States,null,(208) 326-3100,https://riverence.com/,null,null,Industry Collaborator,1/13/19 15:30,7/13/18 18:56,1/21/19 18:15
2017,Seafood Watch,Riverside Discovery Center,1600 South Beltline West,Scottsbluff,Nebraska,69361,United States,null,(308) 630-6236,http://riversidediscoverycenter.org/,41.85477,-103.6786,Conservation Partner,3/25/18 7:00,9/25/17 20:59,9/25/17 21:05
2017,Seafood Watch,Robbie's Oceanfresh Seafood,2 Municipal Wharf,Monterey,California,93940,United States,null,(831) 649-2484,https://www.facebook.com/Robbies-Ocean-Fresh-Seafood-155049601221799/,null,null,Industry Collaborator,2/22/18 8:00,8/22/17 17:45,1/21/19 18:15
2018,Seafood Watch,Rootstock and Vine,8558 Main Street,Woodstock,Georgia,30188,United States,National,null,https://www.rootstockandvine.com/,34.112994,-84.575052,Restaurant Partner,9/26/18 16:00,3/26/18 23:29,7/26/18 20:41
2018,Seafood Watch,Rustic Kitchen,3523 S. Centinela Ave.,Los Angeles,California,90066,United States,null,(310) 390-1500,http://rustickitchen.la/,null,null,Business Partner,7/29/18 7:00,1/29/18 17:05,1/29/18 17:08
2014,Seafood Watch,Racine Zoo,200 Goold Street,Racine,Wisconsin,53402,United States,null,(262) 636-9189,http://www.racinezoo.org,42.748226,-87.78278,Conservation Partner,5/1/14 0:00,8/26/14 13:06,11/12/15 10:57
2014,Seafood Watch,Real Good Fish,7532 Sandholdt Road Suite 5B,Moss Landing,California,95039,United States,null,(831) 332-1234,http://www.realgoodfish.com/,36.804585,-121.78777,Business Partner,1/10/15 0:00,8/26/14 13:06,11/12/15 10:57
2014,Seafood Watch,Reid Park Zoo,3400 E. Zoo Court,Tucson,Arizona,85716,United States,null,(520) 791-3204,http://reidparkzoo.org,32.210141,-110.920711,Conservation Partner,12/22/14 0:00,8/26/14 13:06,11/12/15 10:57
2014,Seafood Watch,Reserve Wine & Food,201 Monroe Ave NW,Grand Rapids,Michigan,49503,United States,null,(616) 855-9463,http://www.reservegr.com,42.967544,-85.672582,Restaurant Partner,11/7/14 0:00,8/26/14 13:06,1/8/16 10:04
2014,Seafood Watch,Riverbanks Zoo and Botanical Garden,500 Wildlife Parkway,Columbia,South Carolina,null,United States,null,(803) 779-8717,http://www.riverbanks.org,34.009299,-81.081508,Conservation Partner,null,8/26/14 13:06,11/12/15 10:56
2014,Seafood Watch,Roper Mountain Science Center,402 Roper Mountain Road,Greenville,South Carolina,29615,United States,null,(864) 355-8900,http://ropermountain.org/,34.840354,-82.308129,Conservation Partner,11/25/13 8:00,8/26/14 13:06,3/14/18 21:19
2014,Seafood Watch,Rosamond Gifford Zoo,One Conservation Place,Syracuse,New York,13204,United States,null,(315) 435-8511,http://www.rosamondgiffordzoo.org,43.043448,-76.181024,Conservation Partner,9/14/13 0:00,8/26/14 13:06,11/12/15 10:56
2016,Seafood Watch,Rosewood Mayakoba,Carr. Fed. Cancun Playa del Carmen Km 298 Mayakoba,"Solidaridad, Quintana Roo",null,NM 77710,Mexico,International,+52 984 875 8000,http://www.rosewoodhotels.com/en/mayakoba-riviera-maya,20.692112,-87.027547,Business Partner,10/15/16 0:00,4/7/16 10:41,7/27/16 11:34
2014,Seafood Watch,Rouge Restaurant,"1240 8th Avenue, SE",Calgary - Alberta,null,T2G0M7,Canada,International,(403) 689-9953,http://www.rougecalgary.com/,51.042475,-114.033703,Restaurant Partner,null,8/26/14 13:06,11/12/15 10:56
2014,Seafood Watch,Royal Hawaiian Seafood,213 East Harris Ave,S. San Francisco,California,94080,United States,null,(415) 824-1177,http://www.sfrhs.com/,37.650914,-122.399307,Industry Collaborator,4/28/14 0:00,8/26/14 13:05,1/21/19 18:15
2018,Seafood Watch,Red Lobster,3941 Airport Blvd.,Mobile,Alabama,36608-1621,United States,null,(251) 342-1660,https://www.redlobster.com/,30.675613,-88.146068,Restaurant Partner,11/15/18 8:00,6/19/18 21:44,8/29/18 22:01
2018,Seafood Watch,Red Lobster,2027 Beltline Road S.W.,Decatur,Alabama,35601-5515,United States,null,2563060092,https://www.redlobster.com/,34.5777957,-87.0197489,Restaurant Partner,11/15/18 0:00,6/19/18 21:43,6/19/18 21:43
2018,Seafood Watch,Red Lobster,243 Cox Creek Parkway,Florence,Alabama,35630-7504,United States,null,2567643766,https://www.redlobster.com/,34.8341257,-87.6301679,Restaurant Partner,11/15/18 0:00,6/19/18 21:43,6/19/18 21:43
2018,Seafood Watch,Red Lobster,300 Eastdale Circle,Montgomery,Alabama,36117-2112,United States,null,3342770780,https://www.redlobster.com/,32.3826758,-86.2074713,Restaurant Partner,11/15/18 8:00,6/19/18 21:44,6/19/18 21:45
2018,Seafood Watch,Red Lobster,2620 Mcfarland Blvd. E,Tuscaloosa,Alabama,35405-1804,United States,null,2055538810,https://www.redlobster.com/,33.1850573,-87.5267229,Restaurant Partner,11/15/18 0:00,6/19/18 21:44,6/19/18 21:44
2018,Seafood Watch,Red Lobster,3116 Montgomery Highway,Dothan,Alabama,36303-3200,United States,null,3347936262,https://www.redlobster.com/,31.2522141,-85.4270387,Restaurant Partner,11/15/18 0:00,6/19/18 21:43,6/19/18 21:43
2018,Seafood Watch,Red Lobster,1030 Montgomery Highway - S.,Vestavia Hills,Alabama,35216-2806,United States,null,(205) 822-7240,https://www.redlobster.com/,33.43865,-86.789728,Restaurant Partner,11/15/18 0:00,6/19/18 21:44,6/19/18 21:44
2018,Seafood Watch,Red Lobster,1805 Opelika Road,Auburn,Alabama,36830-2807,United States,null,3348214474,https://www.redlobster.com/,32.6268476,-85.4432391,Restaurant Partner,11/15/18 0:00,6/19/18 21:43,6/19/18 21:43
2018,Seafood Watch,Red Lobster,515 Quintard Drive,Oxford,Alabama,36203-1291,United States,null,2568352013,https://www.redlobster.com/,33.6167973,-85.8269264,Restaurant Partner,11/15/18 0:00,6/19/18 21:44,6/19/18 21:44
2018,Seafood Watch,Red Lobster,1725 Rainbow Drive,Gadsden,Alabama,35901-5501,United States,null,2565432086,https://www.redlobster.com/,33.9805825,-86.0076527,Restaurant Partner,11/15/18 0:00,6/19/18 21:44,6/19/18 21:44
2018,Seafood Watch,Red Lobster,3525 Roosevelt Blvd,Birmingham,Alabama,35235-3188,United States,null,2058008935,https://www.redlobster.com/,33.6056986,-86.6355049,Restaurant Partner,11/15/18 0:00,6/19/18 21:43,6/19/18 21:43
2018,Seafood Watch,Red Lobster,1818 University Drive N.W.,Huntsville,Alabama,35801-5743,United States,null,(256) 533-2880,https://www.redlobster.com/,34.7413156,-86.599167,Restaurant Partner,11/15/18 0:00,6/19/18 21:44,6/19/18 21:44
2018,Seafood Watch,Red Lobster,10111 171st Street,Edmonton - Alberta,Alberta,T5S1S6,Canada,null,7804840660,https://www.redlobster.com/,53.541769,-113.6160806,Restaurant Partner,11/15/18 0:00,6/19/18 21:43,6/19/18 21:43
2018,Seafood Watch,Red Lobster,312 35th Street N.E. (Northgate Village),Calgary - Alberta,Alberta,T2A6S7,Canada,null,4032488111,https://www.redlobster.com/,51.054367,-113.982448,Restaurant Partner,11/15/18 0:00,6/19/18 21:43,6/19/18 21:43
2018,Seafood Watch,Red Lobster,4111 Calgary Trail South,Edmonton - Alberta,Alberta,T6J6S6,Canada,null,7804368510,https://www.redlobster.com/,53.4775223,-113.4946,Restaurant Partner,11/15/18 0:00,6/19/18 21:43,6/19/18 21:43
2018,Seafood Watch,Red Lobster,100-6100 Macleod Trail S.W.,Calgary - Alberta,Alberta,T2H0K5,Canada,null,4032528818,https://www.redlobster.com/,50.9979244,-114.0708817,Restaurant Partner,11/15/18 0:00,6/19/18 21:43,6/19/18 21:43
2018,Seafood Watch,Red Lobster,5870 E. Broadway Blvd Suite E-5,Tucson,Arizona,85711-3914,United States,null,5205191002,https://www.redlobster.com/,32.2194886,-110.8655082,Restaurant Partner,11/15/18 0:00,6/19/18 21:45,6/19/18 21:45
2018,Seafood Watch,Red Lobster,4802 E Cactus Road,Scottsdale,Arizona,85254-4180,United States,null,6029965470,https://www.redlobster.com/,33.5982458,-111.9774471,Restaurant Partner,11/15/18 0:00,6/19/18 21:45,6/19/18 21:45
2018,Seafood Watch,Red Lobster,6149 E Southern Ave,Mesa,Arizona,85206-3734,United States,null,4808306877,https://www.redlobster.com/,33.3934215,-111.6983518,Restaurant Partner,11/15/18 0:00,6/19/18 21:44,6/19/18 21:44
2018,Seafood Watch,Red Lobster,1821 E State Route 69,Prescott,Arizona,86301-5665,United States,null,9287782717,https://www.redlobster.com/,34.5495286,-112.4351534,Restaurant Partner,11/15/18 0:00,6/19/18 21:45,6/19/18 21:45
2018,Seafood Watch,Red Lobster,10220 N 28th Drive,Phoenix,Arizona,85051-3702,United States,null,6029431163,https://www.redlobster.com/,33.5790248,-112.1222962,Restaurant Partner,11/15/18 0:00,6/19/18 21:45,6/19/18 21:45
2018,Seafood Watch,Red Lobster,2810 North 75th Ave.,Phoenix,Arizona,85035-1206,United States,null,6232453020,https://www.redlobster.com/,33.4787603,-112.2214031,Restaurant Partner,11/15/18 0:00,6/19/18 21:45,6/19/18 21:45
2018,Seafood Watch,Red Lobster,11695 N Oracle Rd,Tucson,Arizona,85737-7832,United States,null,5205447887,https://www.redlobster.com/,32.4185389,-110.9380433,Restaurant Partner,11/15/18 8:00,6/19/18 21:44,11/6/18 23:25
2018,Seafood Watch,Red Lobster,5061 North Oracle Road,Tucson,Arizona,85704-3711,United States,null,5202939174,https://www.redlobster.com/,32.297953,-110.979067,Restaurant Partner,11/15/18 8:00,6/19/18 21:45,6/27/18 0:52
2018,Seafood Watch,Red Lobster,1403 S Alma School Rd,Mesa,Arizona,85210-2072,United States,null,4806108701,https://www.redlobster.com/,33.3877936,-111.8567188,Restaurant Partner,11/15/18 0:00,6/19/18 21:44,6/19/18 21:44
2018,Seafood Watch,Red Lobster,2500 S. Beulah Blvd.,Flagstaff,Arizona,86001-8751,United States,null,9285569604,https://www.redlobster.com/,35.1767844,-111.6623928,Restaurant Partner,11/15/18 0:00,6/19/18 21:44,6/19/18 21:44
2018,Seafood Watch,Red Lobster,5315 S Calle Santa Cruz,Tucson,Arizona,85706-3963,United States,null,5208893536,https://www.redlobster.com/,32.1552147,-110.987128,Restaurant Partner,11/15/18 0:00,6/19/18 21:45,6/19/18 21:45
2018,Seafood Watch,Red Lobster,3845 S. Gilbert Road,Gilbert,Arizona,85297-2001,United States,null,4807267199,https://www.redlobster.com/,33.2802058,-111.7890872,Restaurant Partner,11/15/18 0:00,6/19/18 21:44,6/19/18 21:44
2018,Seafood Watch,Red Lobster,1521 S Yuma Palms Pkwy,Yuma,Arizona,85365-1705,United States,null,9283290104,https://www.redlobster.com/,32.699799,-114.6017063,Restaurant Partner,11/15/18 0:00,6/19/18 21:45,6/19/18 21:45
2018,Seafood Watch,Red Lobster,7921 West Bell Rd.,Peoria,Arizona,85382-3880,United States,null,6234871570,https://www.redlobster.com/,33.637696,-112.2294746,Restaurant Partner,11/15/18 8:00,6/19/18 21:44,6/27/18 0:51
2018,Seafood Watch,Red Lobster,13709 West Bell Road,Surprise,Arizona,85374-3871,United States,null,6235568161,https://www.redlobster.com/,33.6382574,-112.3508209,Restaurant Partner,11/15/18 8:00,6/19/18 21:45,6/27/18 0:51
2018,Seafood Watch,Red Lobster,15311 W Mcdowell Road,Goodyear,Arizona,85395,United States,null,6239359731,https://www.redlobster.com/,33.4640416,-112.3884009,Restaurant Partner,11/15/18 0:00,6/19/18 21:44,6/19/18 21:44
2018,Seafood Watch,Red Lobster,7240 West Ray Rd,Chandler,Arizona,85226-1514,United States,null,4807839060,https://www.redlobster.com/,33.3205697,-111.9677592,Restaurant Partner,11/15/18 0:00,6/19/18 21:44,6/19/18 21:44
2018,Seafood Watch,Red Lobster,4500 Central Avenue,Hot Springs,Arkansas,71913-7256,United States,null,5015257613,https://www.redlobster.com/,34.451419,-93.0788702,Restaurant Partner,11/15/18 0:00,6/19/18 21:44,6/19/18 21:44
2018,Seafood Watch,Red Lobster,3707 Mccain Blvd,North Little Rock,Arkansas,72116-8023,United States,null,5017534000,https://www.redlobster.com/,34.7929534,-92.2300674,Restaurant Partner,11/15/18 0:00,6/19/18 21:44,6/19/18 21:44
2018,Seafood Watch,Red Lobster,3885 N Shiloh Drive,Fayetteville,Arkansas,72703-5114,United States,null,4794422317,https://www.redlobster.com/,36.1222608,-94.1458984,Restaurant Partner,11/15/18 0:00,6/19/18 21:44,6/19/18 21:44
2018,Seafood Watch,Red Lobster,3000 Pines Mall Drive (The Pines Mall),Pine Bluff,Arkansas,71601-7642,United States,null,8705355036,https://www.redlobster.com/,34.2086954,-91.9690089,Restaurant Partner,11/15/18 0:00,6/19/18 21:44,6/19/18 21:44
2018,Seafood Watch,Red Lobster,2642 Red Wolf Blvd,Jonesboro,Arkansas,72401-7422,United States,null,8709321829,https://www.redlobster.com/,35.8109329,-90.6685217,Restaurant Partner,11/15/18 0:00,6/19/18 21:44,6/19/18 21:44
2018,Seafood Watch,Red Lobster,7401 Rogers Ave.,Fort Smith,Arkansas,72903-5537,United States,null,4794529243,https://www.redlobster.com/,35.3530324,-94.3503513,Restaurant Partner,11/15/18 0:00,6/19/18 21:44,6/19/18 21:44
2018,Seafood Watch,Red Lobster,1710 S 46th St,Rogers,Arkansas,72758-8077,United States,null,4796361648,https://www.redlobster.com/,36.3163409,-94.1837766,Restaurant Partner,11/15/18 0:00,6/19/18 21:44,6/19/18 21:44
2018,Seafood Watch,Red Lobster,8407 W. Markham Street,Little Rock,Arkansas,72205-2405,United States,null,(501) 224-0940,https://www.redlobster.com/,34.7518986,-92.3672875,Restaurant Partner,11/15/18 0:00,6/19/18 21:44,6/19/18 21:44
2018,Seafood Watch,Red Lobster,662 Lighthouse Ave,Pacific Grove,California,93950,United States,null,4082742400,https://www.redlobster.com/,37.3110406,-121.8077268,Restaurant Partner,11/15/18 8:00,6/19/18 21:46,6/25/18 21:19
2018,Seafood Watch,Red Lobster,1180 Admiral Callaghan Lane,Vallejo,California,94591-3700,United States,null,7076440167,https://www.redlobster.com/,38.1351889,-122.2149086,Restaurant Partner,11/15/18 0:00,6/19/18 21:47,6/19/18 21:47
2018,Seafood Watch,Red Lobster,5343 Almaden Expressway,San Jose,California,95118-3603,United States,null,4082669275,https://www.redlobster.com/,37.2524375,-121.8760512,Restaurant Partner,11/15/18 0:00,6/19/18 21:46,6/19/18 21:46
2018,Seafood Watch,Red Lobster,12180 Amargosa Road,Victorville,California,92392-5401,United States,null,7602411650,https://www.redlobster.com/,34.4721851,-117.3462102,Restaurant Partner,11/15/18 0:00,6/19/18 21:47,6/19/18 21:47
2018,Seafood Watch,Red Lobster,250 Brea Mall Way,Brea,California,92821-5703,United States,null,7145290632,https://www.redlobster.com/,33.9151938,-117.8833299,Restaurant Partner,11/15/18 0:00,6/19/18 21:45,6/19/18 21:45
2018,Seafood Watch,Red Lobster,2010 Business Lane,Chico,California,95928-7603,United States,null,5308935595,https://www.redlobster.com/,39.7262395,-121.8066589,Restaurant Partner,11/15/18 0:00,6/19/18 21:45,6/19/18 21:45
2018,Seafood Watch,Red Lobster,4333 Candlewood Street,Lakewood,California,90712-1735,United States,null,5626343474,https://www.redlobster.com/,33.8542386,-118.1411842,Restaurant Partner,11/15/18 0:00,6/19/18 21:45,6/19/18 21:45
2018,Seafood Watch,Red Lobster,4095 Century Blvd,Pittsburg,California,94565-7105,United States,null,9257546655,https://www.redlobster.com/,38.0076975,-121.8440294,Restaurant Partner,11/15/18 0:00,6/19/18 21:46,6/19/18 21:46
